accession	domain	phylum	class	order	family	genus	species	cutacc	assembly_status	refseq_category	taxonomy_check_status	match_status	completeness	completeness_percentile	contamination	geo_loc_name	lat_lon	host	isolation_source	sample_type
RS_GCF_014636175.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas psychrolutea	GCF_014636175.1	current	reference genome	OK	below_threshold_mismatch	97.55	100	1.92	not applicable	not applicable	NA	NA	reference
RS_GCF_000241485.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000241485	GCF_000241485.1	current	NA	OK	genus_match	97.95	100	3.33	Norway: Svalbard	NA	NA	Arctic lichen	ncbi
RS_GCF_006439055.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas glacialis_A	GCF_006439055.1	current	NA	Inconclusive	below_threshold_match	98.56	50	3.8	Canada: Axel Heiberg Island	NA	NA	Ice-wedge polygon	ncbi
RS_GCF_014653575.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas glacialis	GCF_014653575.1	current	reference genome	OK	below_threshold_mismatch	98.93	100	2.82	not applicable	not applicable	NA	NA	reference
RS_GCF_900103265.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900103265	GCF_900103265.1	current	NA	OK	genus_match	98.39	100	2.73	missing	not collected	NA	NA	ncbi
RS_GCF_001717955.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas panacis	GCF_001717955.1	current	reference genome	OK	below_threshold_mismatch	98.67	100	5.02	South Korea	37.59 N 126.5 E	Panax ginseng	10 years old rusty ginseng root	reference
RS_GCF_004208535.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas populi	GCF_004208535.1	current	reference genome	OK	below_threshold_mismatch	97.91	100	6.22	China:Henan	NA	poplar	bark	reference
GB_GCA_002281485.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002281485	GCA_002281485.1	current	NA	OK	genus_match	80.07	100	3.82	Canada: Ontario	46.65 N 81.32 W	NA	Mine wastewater	ncbi
GB_GCA_002083655.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083655	GCA_002083655.1	current	NA	Inconclusive	low_coverage	NA	NA	NA	USA: Stanford University	37.428307 N 122.175807 W	NA	household tap filter	ncbi
GB_GCA_002280555.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002280555	GCA_002280555.1	current	NA	OK	genus_match	94.09	100	1.07	Canada: Ontario	46.65 N 81.32 W	NA	Mine wastewater	ncbi
GB_GCA_001464615.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001464615	GCA_001464615.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	USA: Ann Arbor	42.2814 N 83.74829999 W	NA	dual media filters at the Ann Arbor, Michigan drinking water treatment plant	ncbi
GB_GCA_002281535.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002281535	GCA_002281535.1	current	NA	OK	genus_match	94.37	100	1.5	Canada: Ontario	46.65 N 81.32 W	NA	Mine wastewater	ncbi
GB_GCA_002083435.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083435	GCA_002083435.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	Singapore: National University of Singapore	1.315298 N 103.77870400 E	NA	household tap filter	ncbi
GB_GCA_002083475.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083475	GCA_002083475.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	Singapore: National University of Singapore	1.315298 N 103.77870400 E	NA	household tap filter	ncbi
GB_GCA_002403415.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002403415	GCA_002403415.1	current	NA	OK	genus_match	87.99	100	1.97	NULL	NA	NA	drinking water	ncbi
GB_GCA_013822915.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013822915	GCA_013822915.1	current	NA	OK	genus_match	81.02	27.607363	3.54	USA: Illinois, Champaign	40.10 N 88.31 W	NA	drinking water system-DS3	ncbi
GB_GCA_002863155.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002863155	GCA_002863155.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	Atlantic Ocean	missing	NA	marine water	ncbi
RS_GCF_001556185.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001556185	GCF_001556185.1	current	NA	OK	genus_match	97.31	100	2.02	USA: Ohio	40.10720842 N 82.18359231 W	NA	hospital shower hose biofilm	ncbi
GB_GCA_006438735.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas koreensis_A	GCA_006438735.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	Canada: Axel Heiberg Island	NA	NA	Ice-wedge polygon	ncbi
RS_GCF_003550065.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas caeni	GCF_003550065.1	current	reference genome	OK	below_threshold_mismatch	99.18	100	3.34	missing	missing	not applicable	missing	reference
RS_GCF_001555965.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001555965	GCF_001555965.1	current	NA	OK	genus_match	98.67	100	1.49	USA: Ohio	40.10720842 N 82.18359231 W	NA	hospital shower hose biofilm	ncbi
RS_GCF_000786205.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000786205	GCF_000786205.1	current	NA	OK	genus_match	98.04	100	2.78	China	40.47 N 108.43 E	NA	lake	ncbi
RS_GCF_006346325.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas japonica	GCF_006346325.1	current	NA	OK	species_match	98.87	100	0.46	Japan	NA	Paralithodes camtschaticus	NA	ncbi
RS_GCF_005144715.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005144715	GCF_005144715.1	current	reference genome	OK	below_threshold_mismatch	98.65	100	1.7	China: Hebei	NA	NA	water	reference
RS_GCF_002351485.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas spermidinifaciens	GCF_002351485.1	current	reference genome	OK	below_threshold_mismatch	99	100	1.64	China: Guangdong Province	NA	NA	lead-zinc ore	reference
RS_GCF_014199325.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas yantingensis	GCF_014199325.1	current	reference genome	OK	below_threshold_mismatch	99.42	100	1.48	missing	missing	not applicable	missing	reference
RS_GCF_004135605.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas desiccabilis	GCF_004135605.1	current	reference genome	OK	species_match	99.28	33.333332	1.52	USA: Colorado Plateau	38.09 N 109.44 W	NA	biological soil crusts	reference
RS_GCF_004341505.2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004341505	GCF_004341505.2	current	NA	OK	genus_match	99.28	100	4.7	missing	missing	not applicable	missing	ncbi
RS_GCF_014842075.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014842075	GCF_014842075.1	current	NA	OK	genus_match	98.4	100	1.64	France	NA	Brassica napus	Seed	ncbi
RS_GCF_001425385.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001425385	GCF_001425385.1	current	NA	OK	genus_match	98.13	100	1.28	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_001421715.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421715	GCF_001421715.1	current	NA	OK	genus_match	98.93	100	0.88	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_001421965.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421965	GCF_001421965.1	current	NA	OK	genus_match	98.93	100	1.05	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_001421245.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421245	GCF_001421245.1	current	NA	OK	genus_match	98.68	100	1.41	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
flye_asm_3Dt2c_part2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	3Dt2c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
GB_GCA_003240755.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hengshuiensis_A	GCA_003240755.1	current	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	USA: Pittsburgh, Pennsylvania Magee Womens Hospital	40.43682860 N 79.96068800 W	NA	hospital NICU surfaces and sink samples	ncbi
RS_GCF_003946805.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003946805	GCF_003946805.1	suppressed	NA	Inconclusive	below_threshold_mismatch	NA	NA	NA	South Africa: North West province, Dr Kenneth Kaunda district municipality	NA	not applicable	water	suppressed
RS_GCF_001619955.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hankookensis	GCF_001619955.1	current	NA	Inconclusive	below_threshold_mismatch	98.85	100	0.85	Malaysia: Perak	NA	NA	Ulu Slim Hot Spring	ncbi
RS_GCF_001421765.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421765	GCF_001421765.1	current	NA	OK	genus_match	98.85	100	0.78	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_001421355.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001421355	GCF_001421355.1	current	NA	OK	genus_match	98.47	100	0.63	Switzerland:Zurich	47.4816806 N 8.21754722 E	Arabidopsis thaliana	NA	ncbi
flye_asm_3Dt1c_part2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__	3Dt1c	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bangor
RS_GCF_902506605.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902506605	GCF_902506605.1	current	NA	OK	genus_match	98.93	100	0.66	NA	NA	Ectocarpus subulatus	NA	ncbi
GB_GCA_902826325.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp902826325	GCA_902826325.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	Canada	NA	NA	wastewater biofilm	ncbi
RS_GCF_007833215.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp007833215	GCF_007833215.1	current	reference genome	OK	below_threshold_mismatch	97.53	100	1	China: Inner Mongolia	NA	NA	saline soil	reference
GB_GCA_002280565.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002280565	GCA_002280565.1	current	NA	OK	genus_match	82.74	100	0.88	Canada: Ontario	46.65 N 81.32 W	NA	Mine wastewater	ncbi
RS_GCF_001557215.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001557215	GCF_001557215.1	current	NA	OK	genus_match	94.71	100	2.37	USA: Ohio	40.10720842 N 82.18359231 W	NA	hospital shower hose biofilm	ncbi
RS_GCF_002797435.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas koreensis	GCF_002797435.1	current	NA	OK	species_match	98.8	2.6666667	2.56	missing	missing	not applicable	missing	ncbi
RS_GCF_001721295.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas turrisvirgatae	GCF_001721295.1	current	reference genome	OK	below_threshold_mismatch	99	100	2.62	Italy: Rome	41.85123770 N 12.62951517 E	NA	missing	reference
GB_GCA_017745215.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017745215	GCA_017745215.1	current	NA	OK	genus_match	95.69	68.711655	1.43	not collected	not collected	NA	sugarcane dry straw soil	ncbi
RS_GCF_000226955.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas elodea_A	GCF_000226955.1	current	reference genome	Inconclusive	below_threshold_mismatch	99.12	100	1.68	NA	NA	NA	NA	reference
RS_GCF_011927635.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas trueperi	GCF_011927635.1	current	reference genome	OK	species_match	99.36	100	3.1	missing	missing	not applicable	missing	reference
RS_GCF_012650175.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp012650175	GCF_012650175.1	current	NA	OK	genus_match	99.07	100	2.81	not collected	NA	NA	PES/PVP hollowfiber membrane used for tap-water filtration	ncbi
RS_GCF_006716975.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas trueperi_A	GCF_006716975.1	suppressed	NA	NA	NA	NA	NA	NA	USA: Nebraska	41.2 N 96.7 W	not applicable	missing	suppressed
RS_GCF_001598435.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pituitosa	GCF_001598435.1	current	reference genome	OK	below_threshold_mismatch	99.36	100	2.66	missing	missing	NA	NA	reference
RS_GCF_900114095.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900114095	GCF_900114095.1	current	NA	OK	genus_match	99.36	100	3.36	missing	not collected	NA	NA	ncbi
RS_GCF_001650735.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001650735	GCF_001650735.1	current	NA	OK	genus_match	99.16	100	3.58	Japan:Nagaoka	NA	NA	sediment	ncbi
RS_GCF_002091475.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas azotifigens	GCF_002091475.1	current	reference genome	OK	below_threshold_mismatch	99.06	100	2.93	missing	missing	NA	NA	reference
RS_GCF_000282895.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000282895	GCF_000282895.1	current	NA	OK	genus_match	98.86	100	2.18	NA	NA	NA	NA	ncbi
RS_GCF_003096275.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pokkalii	GCF_003096275.1	current	reference genome	OK	below_threshold_mismatch	98.45	100	2.24	India: Kerala, Ernakulam	NA	NA	Paddy rhizosphere	reference
RS_GCF_005503355.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp005503355	GCF_005503355.1	current	NA	OK	genus_match	99.07	100	2.46	Italy: Trento	46.01 N 10.52 E	NA	alpine spring water	ncbi
RS_GCF_011761945.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas leidyi	GCF_011761945.1	current	reference genome	OK	below_threshold_mismatch	99.29	100	3.06	missing	missing	not applicable	missing	reference
RS_GCF_002127225.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002127225	GCF_002127225.1	current	NA	OK	genus_match	99.23	100	2.07	Norway: Oslo	NA	missing	missing	ncbi
GB_GCA_017418975.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017418975	GCA_017418975.1	current	NA	OK	genus_match	99.05	92.63804	3.15	not collected	not collected	dairy cattle	ruminant gastrointestinal tract	ncbi
RS_GCF_014196745.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas kyeonggiensis	GCF_014196745.1	current	reference genome	OK	below_threshold_mismatch	99.43	100	3.02	missing	missing	not applicable	missing	reference
RS_GCF_014204495.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas kyeonggiensis_A	GCF_014204495.1	current	NA	Inconclusive	below_threshold_match	99.07	33.333332	1.78	USA: Texas	missing	not applicable	missing	ncbi
RS_GCF_003096895.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp003096895	GCF_003096895.1	suppressed	NA	NA	NA	NA	NA	NA	missing	missing	not applicable	missing	suppressed
RS_GCF_013416555.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp013416555	GCF_013416555.1	current	NA	OK	genus_match	99.07	100	1.42	Belgium:Ghent	NA	NA	Phyllosphere	ncbi
RS_GCF_000935025.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas hengshuiensis	GCF_000935025.1	current	reference genome	OK	below_threshold_mismatch	98.65	100	2.36	China: Hebei	NA	NA	soil of Hengshui Lake	reference
RS_GCF_014489075.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014489075	GCF_014489075.1	current	NA	OK	genus_match	99.03	100	3.75	India: Gangotri, Uttarakhand	NA	NA	Himalayan soil	ncbi
RS_GCF_018449795.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018449795	GCF_018449795.1	current	NA	OK	genus_match	96.83	100	3.47	Czech Republic: Zofinsky prales National Nature Reserve	48.66447093 N 14.70930505 E	NA	Decomposing wood	ncbi
RS_GCF_004792695.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas naasensis	GCF_004792695.1	current	reference genome	OK	species_match	99.36	100	1.92	South Korea: Baengnyeong Island	NA	NA	soil	reference
RS_GCF_000712135.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000712135	GCF_000712135.1	current	NA	OK	genus_match	99.53	100	2.95	missing	not collected	NA	NA	ncbi
RS_GCF_001428865.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001428865	GCF_001428865.1	current	NA	OK	genus_match	99.01	100	1.62	Germany:Cologne	50.958 N 6.856 E	Arabidopsis thaliana	NA	ncbi
RS_GCF_002002925.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002002925	GCF_002002925.1	current	NA	OK	genus_match	99.23	100	2.16	USA:Chicago, Lake Michigan	41.795262 N 87.576481 W	freshwater lake	Lake Michigan	ncbi
RS_GCF_002796605.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002796605	GCF_002796605.1	current	reference genome	Inconclusive	below_threshold_mismatch	98.78	50	3.59	China: Xinjiang	NA	Leontopodium alpinum	Tianshan mountain	reference
RS_GCF_004792685.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas gei	GCF_004792685.1	current	reference genome	OK	below_threshold_mismatch	98.84	100	1.9	China: Taibai Mountain	NA	Plant	NA	reference
RS_GCF_014199255.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas xinjiangensis	GCF_014199255.1	current	reference genome	OK	below_threshold_mismatch	98.83	100	3.35	missing	missing	not applicable	missing	reference
GB_GCA_017744835.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp017744835	GCA_017744835.1	current	NA	OK	genus_match	98.56	87.11656	1.54	not collected	not collected	NA	sugarcane dry straw soil	ncbi
RS_GCF_012927115.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp012927115	GCF_012927115.1	current	NA	OK	genus_match	99.15	100	1.26	South Korea: Suwon	NA	NA	soil	ncbi
GB_GCA_004173185.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004173185	GCA_004173185.1	current	NA	Inconclusive	below_threshold_lineage_match	NA	NA	NA	United Kingdom: Norwich	52.6188 N 1.2451 E	Populus alba	Deciduous woodland, University campus	ncbi
RS_GCF_001591025.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas soli	GCF_001591025.1	current	reference genome	OK	below_threshold_mismatch	98.58	100	1.16	missing	missing	NA	NA	reference
RS_GCF_014334115.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014334115	GCF_014334115.1	current	NA	Inconclusive	below_threshold_mismatch	98.82	100	NA	China: South China Sea	NA	NA	marine sediments	ncbi
RS_GCF_011057975.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp011057975	GCF_011057975.1	current	reference genome	OK	below_threshold_mismatch	99.56	100	NA	China:Nanhai	NA	NA	deep sea	reference
GB_GCA_002707985.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002707985	GCA_002707985.1	current	NA	Failed	below_threshold_mismatch	NA	NA	NA	Atlantic Ocean	NA	not applicable	South Atlantic Ocean	ncbi
RS_GCF_003171655.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas portus	GCF_003171655.1	current	reference genome	OK	below_threshold_mismatch	99.64	100	1.12	China	24.27 N 118.04 E	NA	surface seawater	reference
RS_GCF_014199335.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sediminis	GCF_014199335.1	current	reference genome	OK	species_match	99.45	100	1.25	missing	missing	not applicable	missing	reference
RS_GCF_004361835.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas pacifica	GCF_004361835.1	current	reference genome	OK	species_match	99.64	100	0.67	missing	missing	not applicable	missing	reference
